Brnd_Name,Gnrc_Name,Mftr_Name,Tot_Spndng_2017,Tot_Spndng_2018,Tot_Spndng_2019,Tot_Spndng_2020,Tot_Spndng_2021
Methylphenidate ER,Methylphenidate HCl,Mallinckrodt Ph,9691822,8051550,5987971,3686588,2207809
Dextroamphetamine Sulfate ER,Dextroamphetamine Sulfate,Mallinckrodt Ph,3985297,4005568,3061108,2855911,2866306
Dextroamphetamine-Amphetamine,Dextroamphetamine/Amphetamine,Mallinckrodt Ph,1362944,2833645,3386611,3822204,3556169
Levorphanol Tartrate,Levorphanol Tartrate,Mallinckrodt Ph,0,0,0,2711785,4952724
Methadone HCl*,Methadone HCl,Mallinckrodt Ph,9881663,7226200,5573210,6259294,6245278
Temazepam,Temazepam,Mallinckrodt Ph,5558378,5861485,5677930,5273059,6735901
Methylphenidate HCl,Methylphenidate HCl,Mallinckrodt Ph,8288271,5350251,8060688,9438030,7355346
Naltrexone HCl,Naltrexone HCl,Mallinckrodt Ph,4328997,4470723,4297706,7113779,8843659
Dextroamphetamine-Amphet ER,Dextroamphetamine/Amphetamine,Mallinckrodt Ph,0,0,25825,2536921,8949557
Buprenorphine-Naloxone,Buprenorphine HCl/Naloxone HCl,Mallinckrodt Ph,10642,5620798,10824529,12856758,9210534
Hydromorphone HCl*,Hydromorphone HCl,Mallinckrodt Ph,11547686,10113517,9831633,10587568,13013678
Acetaminophen-Codeine,Acetaminophen With Codeine,Mallinckrodt Ph,13815655,15574389,17256602,22732318,25772030
Morphine Sulfate ER,Morphine Sulfate,Mallinckrodt Ph,50284383,42940032,35158942,28933109,26796174
Fentanyl,Fentanyl,Mallinckrodt Ph,68242156,62338008,50622910,42385828,35655492
Oxycodone HCl,Oxycodone HCl,Mallinckrodt Ph,24497635,33103909,42564364,40130776,50930024
Oxycodone-Acetaminophen,Oxycodone HCl/Acetaminophen,Mallinckrodt Ph,65233086,66557265,124207988,104903012,113427854
Hydrocodone-Acetaminophen,Hydrocodone/Acetaminophen,Mallinckrodt Ph,163572496,229375705,251554163,227955612,217656580
Acthar,Corticotropin,Mallinckrodt Ph,680601945,724638119,668892380,621884161,431097614
Chenodal,Chenodiol,Manchester Phar,0,0,0,0,698034
Cholbam,Cholic Acid,Manchester Phar,0,0,532895,2701830,3358341
Afrezza,"Insulin Regular, Human",Mannkind Corpor,1940792,4495446,7000875,8007830,10393693
Albendazole,Albendazole,Mark Cuban Cost,0,0,0,0,5176
Isoniazid,Isoniazid,Marlex Pharm.,0,90,105,0,195
Clonidine HCl,Clonidine HCl,Marlex Pharm.,0,0,0,0,490
Folic Acid*,Folic Acid,Marlex Pharm.,0,0,0,69,534
Dicyclomine HCl*,Dicyclomine HCl,Marlex Pharm.,0,0,2370,1420,956
Oxybutynin Chloride,Oxybutynin Chloride,Marlex Pharm.,0,1436,4198,528,965
Triamterene-Hydrochlorothiazid,Triamterene/Hydrochlorothiazid,Marlex Pharm.,25569,13657,1491,1213,1004
Benztropine Mesylate*,Benztropine Mesylate,Marlex Pharm.,0,0,1521,1405,1009
Bethanechol Chloride,Bethanechol Chloride,Marlex Pharm.,0,926,2267,1159,1104
Phenazopyridine HCl,Phenazopyridine HCl,Marlex Pharm.,9161,6917,5353,1801,1191
Lamivudine,Lamivudine,Marlex Pharm.,22760,9594,5960,1543,1250
Prazosin HCl,Prazosin HCl,Marlex Pharm.,0,0,7706,18674,1252
Salsalate,Salsalate,Marlex Pharm.,13889,9056,7417,4141,1266
Betaxolol HCl*,Betaxolol HCl,Marlex Pharm.,0,0,560,392,1275
Quetiapine Fumarate ER,Quetiapine Fumarate,Marlex Pharm.,0,0,0,1541,1279
Methocarbamol*,Methocarbamol,Marlex Pharm.,0,0,484,2326,1530
Acetazolamide,Acetazolamide,Marlex Pharm.,5197,1860,769,1444,2306
Carvedilol,Carvedilol,Marlex Pharm.,0,3411,11383,3464,2360
Atorvastatin Calcium,Atorvastatin Calcium,Marlex Pharm.,0,1821,3735,2007,2562
Primidone,Primidone,Marlex Pharm.,798,1558,1858,1905,2587
Labetalol HCl*,Labetalol HCl,Marlex Pharm.,0,2568,26318,10996,3566
Calcium Acetate,Calcium Acetate,Marlex Pharm.,0,8148,4465,4894,3607
Amlodipine Besylate,Amlodipine Besylate,Marlex Pharm.,686,7252,8820,5160,3656
Amantadine,Amantadine HCl,Marlex Pharm.,0,0,0,0,3901
Niacin ER,Niacin,Marlex Pharm.,52811,23198,7332,5903,4053
Demeclocycline HCl,Demeclocycline HCl,Marlex Pharm.,4417,7142,3265,5677,4199
Promethazine HCl*,Promethazine HCl,Marlex Pharm.,31318,46600,10444,5472,4311
CyproHEPtadine HCl,CyproHEPtadine HCl,Marlex Pharm.,0,7068,27370,23075,4336
Levocetirizine Dihydrochloride,Levocetirizine Dihydrochloride,Marlex Pharm.,0,0,369,2896,4510
Theophylline,Theophylline Anhydrous,Marlex Pharm.,3534,8666,3595,3067,4644
Pilocarpine HCl*,Pilocarpine HCl,Marlex Pharm.,7871,8850,6620,7526,5021
Acebutolol HCl,Acebutolol HCl,Marlex Pharm.,0,913,2669,1766,5732
Ropinirole HCl,Ropinirole HCl,Marlex Pharm.,0,0,289,1770,5856
Phenytoin Sodium Extended,Phenytoin Sodium Extended,Marlex Pharm.,6085,6916,5598,6468,6163
Ursodiol,Ursodiol,Marlex Pharm.,13930,8104,9543,8991,7577
Acamprosate Calcium,Acamprosate Calcium,Marlex Pharm.,0,5338,6122,4808,9232
Nadolol,Nadolol,Marlex Pharm.,0,0,0,4033,11259
Fluocinolone Acetonide,Fluocinolone Acetonide,Marlex Pharm.,0,0,0,12034,13225
Felbamate,Felbamate,Marlex Pharm.,16681,17519,18360,15895,14063
Loxapine,Loxapine Succinate,Marlex Pharm.,320,11266,29277,16178,17255
Sotalol,Sotalol HCl,Marlex Pharm.,0,0,2360,8570,17811
Tolterodine Tartrate,Tolterodine Tartrate,Marlex Pharm.,0,0,0,0,18728
Sodium Polystyrene Sulfonate*,Sodium Polystyrene Sulfonate,Marlex Pharm.,7911,14811,23721,20050,19562
Clindamycin Phosphate*,Clindamycin Phosphate,Marlex Pharm.,0,0,0,5463,20061
Fluphenazine HCl*,Fluphenazine HCl,Marlex Pharm.,0,0,0,0,21273
Alendronate Sodium,Alendronate Sodium,Marlex Pharm.,0,0,0,2537,25182
Bupropion XL,Bupropion HCl,Marlex Pharm.,0,0,0,0,35439
Entecavir,Entecavir,Marlex Pharm.,41644,34632,20355,34927,38729
Clomipramine HCl,Clomipramine HCl,Marlex Pharm.,0,0,0,7160,39127
Gabapentin,Gabapentin,Marlex Pharm.,0,15135,75897,43896,40913
Oxybutynin Chloride ER,Oxybutynin Chloride,Marlex Pharm.,11578,23397,406659,104695,50468
Probenecid,Probenecid,Marlex Pharm.,0,1031,3989,21318,68775
Baclofen*,Baclofen,Marlex Pharm.,4919,3765,754,36566,143762
Urimar-T,Methen/Mblue/Sal/Sod Phos/Hyos,Marnel/Allegis,0,0,0,2731,3696
Brompheniramine-Pseudoephed-DM,Brompheniramine/Pseudoephed/DM,Mayne Pharma In,0,0,0,904,561
Desogestrel-Ethinyl Estradiol,Desogestrel-Ethinyl Estradiol,Mayne Pharma In,0,0,0,0,570
Nymyo,Norgestimate-Ethinyl Estradiol,Mayne Pharma In,0,0,0,0,1465
Microgestin 24 Fe,Norethindrone-E.Estradiol-Iron,Mayne Pharma In,0,0,0,0,1573
Zovia 1-35,Ethynodiol D-Ethinyl Estradiol,Mayne Pharma In,0,0,0,0,2644
Leena,Norethindrone-Ethin. Estradiol,Mayne Pharma In,8009,10168,8407,4999,2965
Oxycodone HCl-Aspirin,Oxycodone HCl/Aspirin,Mayne Pharma In,221360,201261,122590,78623,3451
Tri-Nymyo,Norgestimate-Ethinyl Estradiol,Mayne Pharma In,0,0,0,0,3933
Zebutal,Butalb/Acetaminophen/Caffeine,Mayne Pharma In,17611,18054,17313,9307,5231
Nextstellis,Drospirenone/Estetrol,Mayne Pharma In,0,0,0,0,6196
Oxycodone-Acetaminophen,Oxycodone HCl/Acetaminophen,Mayne Pharma In,3403156,1490495,344455,16596,10842
Hydrocortisone Butyrate,Hydrocortisone Butyrate,Mayne Pharma In,0,0,0,11434,11473
Zovia 1-35e,Ethynodiol D-Ethinyl Estradiol,Mayne Pharma In,57972,41690,29340,21152,14140
Levora-28,Levonorgestrel/Ethin.Estradiol,Mayne Pharma In,133036,68779,31464,24111,16514
Tazarotene,Tazarotene,Mayne Pharma In,0,0,0,0,16605
Lutera,Levonorgestrel/Ethin.Estradiol,Mayne Pharma In,78863,35624,29351,29400,21589
Necon,Norethindrone-Ethin. Estradiol,Mayne Pharma In,32309,44591,59403,50085,28877
Azurette,Desog-E.Estradiol/E.Estradiol,Mayne Pharma In,66174,54217,46961,37560,29157
Trivora-28,Levonorgestrel/Ethin.Estradiol,Mayne Pharma In,50972,35139,31970,31055,30327
Tilia Fe,Norethindrone-E.Estradiol-Iron,Mayne Pharma In,22071,38398,64347,59969,35739
Amethia,L-Norgest/E.Estradiol-E.Estrad,Mayne Pharma In,124368,79154,60777,58350,36047
Camila,Norethindrone,Mayne Pharma In,116727,164612,174582,82069,37152
Calcipotriene,Calcipotriene,Mayne Pharma In,0,0,0,0,37457
Doryx Mpc,Doxycycline Hyclate,Mayne Pharma In,63025,78787,62635,64227,43583
Soltamox,Tamoxifen Citrate,Mayne Pharma In,0,0,0,0,47828
Microgestin Fe,Norethindrone-E.Estradiol-Iron,Mayne Pharma In,465465,273912,126347,161480,72318
Sronyx,Levonorgestrel/Ethin.Estradiol,Mayne Pharma In,53620,63060,76015,82058,74147
Doryx,Doxycycline Hyclate,Mayne Pharma In,105912,114481,119879,101444,85981
Doxycycline Monohydrate,Doxycycline Monohydrate,Mayne Pharma In,0,82635,124889,121976,87493
Fabior,Tazarotene,Mayne Pharma In,46307,116948,145344,114814,102741
Microgestin,Norethindrone Ac-Eth Estradiol,Mayne Pharma In,270503,281535,197247,165870,141817
Errin,Norethindrone,Mayne Pharma In,41676,99579,159777,176612,165093
Low-Ogestrel,Norgestrel-Ethinyl Estradiol,Mayne Pharma In,200861,235421,249103,199216,177282
Halobetasol Propionate,Halobetasol Propionate,Mayne Pharma In,0,0,281864,73872,189999
Triamcinolone Acetonide*,Triamcinolone Acetonide,Mayne Pharma In,0,0,0,58474,202752
Esgic,Butalb/Acetaminophen/Caffeine,Mayne Pharma In,295748,299223,288850,220662,210182
Doxycycline Hyclate*,Doxycycline Hyclate,Mayne Pharma In,1089226,970729,763921,351850,239242
Clarithromycin ER,Clarithromycin,Mayne Pharma In,579310,665985,732109,374571,248417
Butalbital-Acetaminophen,Butalbital/Acetaminophen,Mayne Pharma In,480084,428666,211431,295580,349115
Dextroamphetamine Sulfate ER,Dextroamphetamine Sulfate,Mayne Pharma In,4218336,3557128,1272437,335244,419122
Chlorzoxazone,Chlorzoxazone,Mayne Pharma In,0,0,0,60327,519170
Lexette,Halobetasol Propionate,Mayne Pharma In,0,0,239494,568332,520177
Tavaborole,Tavaborole,Mayne Pharma In,0,0,0,0,524350
Sorilux,Calcipotriene,Mayne Pharma In,162641,1274054,1215305,855174,646478
Morphine Sulfate ER,Morphine Sulfate,Mayne Pharma In,7397260,834691,399245,664871,883684
Tolsura,Itraconazole,Mayne Pharma In,0,0,201360,502137,902242
Oxycodone HCl,Oxycodone HCl,Mayne Pharma In,3780248,1978024,853037,883354,977187
Methamphetamine HCl,Methamphetamine HCl,Mayne Pharma In,1200883,1130402,898888,549358,1225298
Methylphenidate La,Methylphenidate HCl,Mayne Pharma In,1740834,1739640,1611152,953910,1301419
Erythromycin*,Erythromycin Base,Mayne Pharma In,965962,1391634,1394759,1432678,1460817
Estradiol*,Estradiol,Mayne Pharma In,1105443,1310862,1608201,1731322,1602894
Fluocinonide,Fluocinonide,Mayne Pharma In,6375772,6374737,3850220,1302059,1754533
Cyclosporine Modified,"Cyclosporine, Modified",Mayne Pharma In,1934891,2141485,2238341,2328169,1949760
Estazolam,Estazolam,Mayne Pharma In,599279,1434368,2109551,3072674,2165951
Butalbital-Acetaminophen-Caffe,Butalb/Acetaminophen/Caffeine,Mayne Pharma In,7592109,5078041,4289642,2742463,2441136
Clozapine,Clozapine,Mayne Pharma In,256174,1690044,4184654,2877737,2511633
Dofetilide,Dofetilide,Mayne Pharma In,70604911,66882829,14520222,5118219,2623289
Trimethoprim,Trimethoprim,Mayne Pharma In,1568392,1617643,1252786,1172682,2685954
Diazepam*,Diazepam,Mayne Pharma In,4147293,3638875,2380971,3812476,2952048
Fentanyl Citrate,Fentanyl Citrate,Mayne Pharma In,0,0,975203,5224044,3441069
Nortriptyline HCl,Nortriptyline HCl,Mayne Pharma In,6581959,6415382,4727655,4494781,3462884
Tamoxifen Citrate,Tamoxifen Citrate,Mayne Pharma In,6419571,8955362,6990442,7292165,4462922
Nystatin*,Nystatin,Mayne Pharma In,4278657,6209519,5046459,4949074,5484383
Budesonide EC,Budesonide,Mayne Pharma In,7212048,18360145,10213848,13717379,7438078
Liothyronine Sodium*,Liothyronine Sodium,Mayne Pharma In,0,7266130,14495766,15124904,10172444
Fluorouracil*,Fluorouracil,Mayne Pharma In,0,0,110402,11483073,15080073
Clonidine,Clonidine,Mayne Pharma In,20081554,25956232,26083976,19754254,17262096
Amiodarone HCl*,Amiodarone HCl,Mayne Pharma In,11905397,20687692,22225101,20975219,19484298
Carbidopa-Levodopa,Carbidopa/Levodopa,Mayne Pharma In,30068288,33949223,30805893,34041622,44559646
Alcohol Prep Pads,Alcohol Antiseptic Pads,Mckesson Medica,0,0,0,0,202
Clonidine HCl,Clonidine HCl,Mckesson Packag,2227,1661,1907,2525,98
Cyclobenzaprine HCl,Cyclobenzaprine HCl,Mckesson Packag,2441,1689,2262,1968,106
Lansoprazole,Lansoprazole,Mckesson Packag,1763,2594,11324,10956,176
Valacyclovir,Valacyclovir HCl,Mckesson Packag,3471,3997,2190,1088,191
Zolpidem Tartrate*,Zolpidem Tartrate,Mckesson Packag,4718,2362,1918,764,247
Meloxicam,Meloxicam,Mckesson Packag,3834,3978,3318,2184,275
Tamoxifen Citrate,Tamoxifen Citrate,Mckesson Packag,3289,2323,2443,3133,324
Amlodipine Besylate,Amlodipine Besylate,Mckesson Packag,24289,18170,16529,9054,334
Prednisone,Prednisone,Mckesson Packag,19871,17670,36076,9752,372
Hydroxyzine HCl*,Hydroxyzine HCl,Mckesson Packag,7045,12886,13531,4454,396
Allopurinol,Allopurinol,Mckesson Packag,3106,5013,5251,3259,578
Lamotrigine,Lamotrigine,Mckesson Packag,12361,8337,12500,7170,584
Levetiracetam*,Levetiracetam,Mckesson Packag,15649,14408,29809,7238,667
Oxybutynin Chloride ER,Oxybutynin Chloride,Mckesson Packag,6608,4957,5670,3929,705
Hydrochlorothiazide,Hydrochlorothiazide,Mckesson Packag,21563,21736,18676,12577,730
Sucralfate,Sucralfate,Mckesson Packag,90686,22013,26020,12934,788
Ibuprofen,Ibuprofen,Mckesson Packag,25656,23720,32518,20585,829
Omeprazole,Omeprazole,Mckesson Packag,50553,48372,45244,34910,913
Temazepam,Temazepam,Mckesson Packag,59754,44254,38424,11383,930
Clindamycin HCl,Clindamycin HCl,Mckesson Packag,7831,4966,3844,2151,991
Quetiapine Fumarate,Quetiapine Fumarate,Mckesson Packag,46705,26752,23024,11642,1093
Diltiazem HCl*,Diltiazem HCl,Mckesson Packag,39938,38284,36314,27922,1114
Megestrol Acetate,Megestrol Acetate,Mckesson Packag,12489,10711,9040,7822,1224
Lidocaine-Prilocaine,Lidocaine/Prilocaine,Mckesson Packag,0,0,0,0,1333
Lisinopril,Lisinopril,Mckesson Packag,54950,44243,41773,24677,1416
Pantoprazole Sodium*,Pantoprazole Sodium,Mckesson Packag,16941,7446,25229,5543,1532
Hydroxychloroquine Sulfate,Hydroxychloroquine Sulfate,Mckesson Packag,28106,13878,35517,7914,1552
Potassium Chloride*,Potassium Chloride,Mckesson Packag,192056,264478,125447,31728,1827
Ciprofloxacin HCl*,Ciprofloxacin HCl,Mckesson Packag,23737,20650,19366,13991,1931
Tamsulosin HCl,Tamsulosin HCl,Mckesson Packag,58391,50155,43936,22708,2285
Nimodipine,Nimodipine,Mckesson Packag,0,14118,29838,15619,2858
Simvastatin,Simvastatin,Mckesson Packag,28376,43411,46777,27478,3027
Spironolactone,Spironolactone,Mckesson Packag,23166,52810,81347,31646,3158
Ziprasidone HCl,Ziprasidone HCl,Mckesson Packag,17487,31061,38481,27264,3433
Baclofen*,Baclofen,Mckesson Packag,40922,57929,58866,37164,3678
Diltiazem 24hr ER (Cd),Diltiazem HCl,Mckesson Packag,520773,161615,74515,100191,5673
Gabapentin,Gabapentin,Mckesson Packag,69553,105370,100935,41895,5686
Losartan Potassium,Losartan Potassium,Mckesson Packag,5010,7462,67651,27957,17338
Erythromycin,Erythromycin Base In Ethanol,Mckesson Packag,0,0,0,14544,20792
Betamethasone Diprop Augmented,Betamethasone/Propylene Glyc,Mckesson Packag,0,0,0,54230,42650
Lidocaine HCl*,Lidocaine HCl,Mckesson Packag,0,0,0,6120,46810
Valproic Acid,Valproic Acid,Mckesson Packag,51498,11215,0,51608,89737
Halobetasol Propionate,Halobetasol Propionate,Mckesson Packag,0,0,0,49749,104017
Heparin Sodium,"Heparin Sodium,Porcine",Mckesson Packag,1385692,1444015,890531,1168615,1195285
Insumed,"Syring-Needl,Disp,Insul,0.3 Ml",Med.Plastic Dev,5635,4408,4450,4827,1517
Insupen,"Pen Needle, Diabetic",Med.Plastic Dev,173588,214654,223594,180138,131782
Colyte With Flavor Packets,"PEG3350/Sod Sulf,Bicarb,Cl/KCl",Meda/Mylan Spec,49566,24598,17103,146925,1220
Nulev,Hyoscyamine Sulfate,Meda/Mylan Spec,2511,1799,2357,1065,1327
Epifoam,Hydrocortisone/Pramoxine,Meda/Mylan Spec,17461,11307,0,0,5453
Muse,Alprostadil,Meda/Mylan Spec,16965,11494,5855,4828,11611
Levsin-Sl,Hyoscyamine Sulfate,Meda/Mylan Spec,55866,52501,36056,38251,53478
Sfrowasa,Mesalamine,Meda/Mylan Spec,83838,42663,61254,53872,73510
Rowasa,Mesalamine W/Cleansing Wipes,Meda/Mylan Spec,202451,211994,261521,335019,92430
Depen,Penicillamine,Meda/Mylan Spec,4492641,1343118,212180,316613,133820
Cortifoam,Hydrocortisone Acetate,Meda/Mylan Spec,1756942,224627,7819,10096,258053
Gastrocrom,Cromolyn Sodium,Meda/Mylan Spec,392535,419273,550249,458010,459042
Elestrin,Estradiol,Meda/Mylan Spec,471326,499224,511558,553522,552025
Edluar,Zolpidem Tartrate,Meda/Mylan Spec,1065232,327262,598100,649778,715974
Soma,Carisoprodol,Meda/Mylan Spec,1366709,1284906,1346422,1431580,1470409
Proctofoam-HC,Hydrocortisone/Pramoxine,Meda/Mylan Spec,2318991,2457797,2273987,1565434,2093547
Dymista,Azelastine/Fluticasone,Meda/Mylan Spec,23892013,25249370,24101990,9622713,2743947
Dipentum,Olsalazine Sodium,Meda/Mylan Spec,5148141,4502407,4090940,3782856,3090782
Felbatol,Felbamate,Meda/Mylan Spec,10622930,10329033,9599022,10001936,10012244
Levsin*,Hyoscyamine Sulfate,Meda/Mylan Spec*,61833,46529,43786,49723,68715
Tricare,Prenatal Vit103/Iron Fum/Folic,Medecor Pharma,3449,5225,11309,10963,8146
Rasuvo,Methotrexate/PF,"Medexus Pharma,",7259163,9619519,12197221,14514049,15516396
Alcohol Wipes,Alcohol Antiseptic Pads,Medicine Shop,5555,2554,1264,2266,1203
Pen Needle,"Pen Needle, Diabetic",Medicine Shop,15071,6854,6186,6011,5197
Litetouch Insulin Syringe,"Syringe And Needle,Insulin,1ml",Medicore,917,866,842,311,236
Litetouch Insulin Syringe,"Syring-Needl,Disp,Insul,0.3 Ml",Medicore,10771,4547,2228,1063,868
Litetouch Insulin Syringe,"Syringe-Needle,Insulin,0.5 Ml",Medicore,1359,2241,2496,1540,951
Lite Touch,"Syring-Needl,Disp,Insul,0.3 Ml",Medicore,23311,7564,4061,2290,2095
Lite Touch,"Syringe-Needle,Insulin,0.5 Ml",Medicore,73885,29026,15348,9475,5730
Lite Touch,"Syringe And Needle,Insulin,1ml",Medicore,93404,37182,19388,12943,9694
Lite Touch,"Pen Needle, Diabetic",Medicore,347378,203874,126535,83674,85166
Zypitamag,Pitavastatin Magnesium,Medicure Intern,0,25204,148686,240641,421360
Ciclodan,Ciclopirox,Medimetriks Pha,4118,6540,7596,4676,3539
Centany,Mupirocin,Medimetriks Pha,15530,11881,10755,7973,3599
Clodan,Clobetasol Propionate,Medimetriks Pha,19099,25214,14994,6524,4400
Rosadan,Metronidazole,Medimetriks Pha,24075,13986,11467,8695,8123
Clindacin Etz,Clindamycin Phosphate,Medimetriks Pha,1163,0,4945,4855,14613
Synalar,Fluocinolone Acetonide,Medimetriks Pha,46722,36943,31418,26598,20180
Ketodan,Ketoconazole,Medimetriks Pha,0,0,0,9670,22015
Clindacin P,Clindamycin Phosphate,Medimetriks Pha,6529,13841,20232,7414,28694
Tovet Emollient,Clobetasol Propionate/Emoll,Medimetriks Pha,0,0,0,9669,30811
Neo-Synalar,Neomycin Sulfate/Fluocinolone,Medimetriks Pha,207022,176393,185315,166623,195820
Synagis,Palivizumab,Medimmune/Sobi-,77652,0,104112,117010,165188
Zolmitriptan*,Zolmitriptan,Medstone Pharma,0,0,0,4263,3122
Celecoxib,Celecoxib,Medstone Pharma,0,0,1409,10047,3714
Inpen (For Novolog Or Fiasp),Insulin Admin. Supplies,Medtronic Minim,0,14976,156630,301008,1096953
Inpen (For Humalog),Insulin Admin. Supplies,Medtronic Minim,0,33529,229692,344473,1135206
Siklos,Hydroxyurea,Medunik USA,0,0,23080,198709,392239
Gabapentin,Gabapentin,Megalith Pharma,0,955692,1136879,156794,22912
Metformin HCl,Metformin HCl,Megalith Pharma,0,43280,1080831,116091,38421
Clopidogrel,Clopidogrel Bisulfate,Megalith Pharma,0,3094449,1866739,287418,42758
Alcohol Swabs,Alcohol Antiseptic Pads,Meijer Inc.,202,248,183,636,587
Doxercalciferol*,Doxercalciferol,Meitheal Pharma,0,0,0,0,255
Cytarabine,Cytarabine/PF,Meitheal Pharma,0,0,0,1788,1425
Heparin Sodium*,"Heparin Sodium,Porcine/PF",Meitheal Pharma,0,0,0,0,1768
Fosaprepitant Dimeglumine,Fosaprepitant Dimeglumine,Meitheal Pharma,0,0,0,1569,2320
Carboplatin,Carboplatin,Meitheal Pharma,0,2589,10748,9217,3703
Levoleucovorin Calcium,Levoleucovorin Calcium,Meitheal Pharma,0,0,0,0,6224
Oxaliplatin,Oxaliplatin,Meitheal Pharma,0,0,3183,4986,10980
Glycopyrrolate*,Glycopyrrolate,Meitheal Pharma,0,0,0,5206,13262
Cefepime HCl*,Cefepime HCl,Meitheal Pharma,0,0,12353,62056,31101
Gemcitabine HCl,Gemcitabine HCl,Meitheal Pharma,0,0,5973,15036,35371
Fulvestrant,Fulvestrant,Meitheal Pharma,0,0,0,68788,40950
Ampicillin-Sulbactam*,Ampicillin Sodium/Sulbactam Na,Meitheal Pharma,0,0,140499,271488,276357
Heparin Sodium,"Heparin Sodium,Porcine",Meitheal Pharma,0,0,33441,180312,418160
Daptomycin,Daptomycin,Meitheal Pharma,0,0,0,547826,420410
Enoxaparin Sodium,Enoxaparin Sodium,Meitheal Pharma,0,0,0,423655,5058782
Heparin Sodium,"Heparin Sodium,Porcine",Meitheal-Premie,0,0,0,23241,15903
Minocin*,Minocycline HCl,Melinta Therape,0,0,176628,169237,312152
Vabomere,Meropenem/Vaborbactam,Melinta Therape,0,29840,576013,1114132,959713
Orbactiv,Oritavancin Diphosphate,Melinta Therape,0,68494,631313,719116,1008342
Baxdela*,Delafloxacin Meglumine,Melinta Therape*,0,1854812,4375499,2254593,1638813
Celestone,"Betamethasone Acetate,Sod Phos",Merck Sharp & D,1514,2621,1586,1627,657
Sinemet 10-100,Carbidopa/Levodopa,Merck Sharp & D,31633,39563,18866,0,1004
Emend,Fosaprepitant Dimeglumine,Merck Sharp & D,419360,560900,626644,48894,5848
Proquad,"Measles,Mumps,Rub,Varicella/PF",Merck Sharp & D,2312,5380,11521,7145,6002
Crixivan,Indinavir Sulfate,Merck Sharp & D,520629,452622,355477,228837,11533
Sinemet 25-100,Carbidopa/Levodopa,Merck Sharp & D,1533669,1554904,290115,1615,14692
Diprolene,Betamethasone/Propylene Glyc,Merck Sharp & D,25477,26822,27520,24152,21590
Pedvaxhib,Haemph B Polysac Conj-Menin/PF,Merck Sharp & D,21327,14110,21766,22110,24558
Emend,Aprepitant,Merck Sharp & D,1805591,583819,182074,54636,28372
Stromectol,IVermectin,Merck Sharp & D,64047,22143,14724,5243,34111
Cancidas,Caspofungin Acetate,Merck Sharp & D,2655580,926925,179140,66887,45309
PEGintron,PEGinterferon Alfa-2b,Merck Sharp & D,162289,88660,158076,180613,48039
Zerbaxa,Ceftolozane/Tazobactam,Merck Sharp & D,2451471,3368450,4893270,8252292,52147
Primaxin,Imipenem/Cilastatin Sodium,Merck Sharp & D,85671,69803,17076,45132,52933
Zostavax,Zoster Vaccine Live/PF,Merck Sharp & D,150324504,16383859,1619078,369016,107432
Trusopt,Dorzolamide HCl,Merck Sharp & D,280287,684410,192859,152983,121702
Pregnyl,"Chorionic Gonadotropin, Human",Merck Sharp & D,78660,77311,83089,70758,126709
Cubicin,Daptomycin,Merck Sharp & D,38024397,19499671,3364291,599118,160176
Nexplanon,Etonogestrel,Merck Sharp & D,153734,174522,216627,226388,166887
Nuvaring,Etonogestrel/Ethinyl Estradiol,Merck Sharp & D,2409999,2995438,3169157,429816,194151
Varivax Vaccine,Varicella Vaccine Live/PF,Merck Sharp & D,195972,218594,289275,179434,219367
BCG (Tice Strain),BCG Live,Merck Sharp & D,508295,599459,363601,371364,395987
Fosamax,Alendronate Sodium,Merck Sharp & D,644896,678620,641186,639880,404718
Proscar,Finasteride,Merck Sharp & D,788432,744730,674297,661433,409129
Zinplava,Bezlotoxumab,Merck Sharp & D,112316,285157,297614,267790,421797
Cubicin Rf,Daptomycin,Merck Sharp & D,7215278,6162365,1431293,874516,481347
Vaqta,Hepatitis A Virus Vaccine/PF,Merck Sharp & D,1401282,2450159,4238548,1204710,543963
Fosamax Plus D,Alendronate Sodium/Vitamin D3,Merck Sharp & D,1283403,1070508,930280,868764,570147
Zepatier,Elbasvir/Grazoprevir,Merck Sharp & D,519528659,82788657,6670842,1126256,616424
M-M-R II Vaccine,"Measles,Mumps,Rubella Vacc/PF",Merck Sharp & D,512516,586496,5840857,2066726,654901
Clarinex,Desloratadine,Merck Sharp & D,1436150,886620,927010,915558,674790
Clarinex-D 12 Hour,Desloratadine/Pseudoephedrine,Merck Sharp & D,1149953,1069702,1029494,937808,681186
Remeron,Mirtazapine,Merck Sharp & D,1064575,1021635,946971,977379,741381
Segluromet,Ertugliflozin/Metformin,Merck Sharp & D,0,28629,267349,639473,838925
Recarbrio,Imipenem/Cilastatin/Relebactam,Merck Sharp & D,0,0,0,180002,941895
Gardasil 9,HPv Vaccine 9-Valent/PF,Merck Sharp & D,130430,185480,589763,792410,1107698
Maxalt Mlt,Rizatriptan Benzoate,Merck Sharp & D,2125314,1955300,1537061,1524810,1165714
Maxalt,Rizatriptan Benzoate,Merck Sharp & D,2247950,1973648,1901241,1763522,1248845
Recombivax Hb,Hepatitis B Virus Vaccine/PF,Merck Sharp & D,54752,44949,56803,376010,1300948
Proventil HFA,Albuterol Sulfate,Merck Sharp & D,19184028,16408807,7025807,3026489,1334033
Steglujan,Ertugliflozin/Sitagliptin,Merck Sharp & D,0,54911,427469,993723,1469280
Nasonex,Mometasone Furoate,Merck Sharp & D,50442902,7535933,4756952,4084072,1491570
