Station Name,Street Address,City,State,ZIP,Station Phone,Groups With Access Code,Access Days Time,EV Level2 EVSE Num,EV DC Fast Count,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Open Date,EV Connector Types,Country,Facility Type,EV Pricing
STIVERS SUBARU ST 2,1950 Orion Dr,Decatur,GA,30033,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,33.804869,-84.278491,5/8/2023,253440,2023-05-08 00:35:34 UTC,2/7/2023,CHADEMO J1772COMBO,US,,
CCC1 EVCO ARTHUR L3,158 Domville St,Arthur,ON,N0G 1A0,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,43.83667,-80.533699,5/8/2023,253441,2023-05-08 00:37:49 UTC,2/7/2023,CHADEMO J1772COMBO,CA,,
JNKNS JACKSONVI DC FAST 1,11107 Atlantic Blvd.,Jacksonville,FL,32225,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,30.324944,-81.511475,5/8/2023,253464,2023-05-08 00:31:09 UTC,2/7/2023,CHADEMO J1772COMBO,US,,
HATCHETT FRONT LOT,757 N Tyler Rd,Wichita,KS,67212,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,37.69601,-97.44525,5/8/2023,253466,2023-05-08 00:32:10 UTC,2/7/2023,CHADEMO J1772COMBO,US,,
WAW HYUNDAI CUSTOMER LOT#1,2845 E Saginaw St,Lansing,MI,48912,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,42.741363,-84.511204,5/8/2023,253469,2023-05-08 00:33:39 UTC,2/7/2023,CHADEMO J1772COMBO,US,,
ZAP HELIOS ZAP LLC,759 Carpenter Dam Rd,Hot Springs,AR,71901,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,34.459933,-93.026058,5/8/2023,253482,2023-05-08 00:35:31 UTC,2/7/2023,CHADEMO J1772COMBO,US,,
WAW HYUNDAI CUSTOMER LOT#2,2845 E Saginaw St,Lansing,MI,48912,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,42.741404,-84.511208,5/8/2023,253483,2023-05-08 00:35:33 UTC,2/7/2023,CHADEMO J1772COMBO,US,,
QUADREAL CA LIVINGSTN DCFC1,222 3rd Avenue SW,Calgary,AB,T2P 0B4,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,51.05104,-114.06722,5/8/2023,253491,2023-05-08 00:37:42 UTC,2/7/2023,CHADEMO J1772COMBO,CA,,
"7-ELEVEN, INC. 24109 FRMNT DC1",40820 Fremont Blvd,Fremont,CA,94538,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,37.53473,-121.96197,5/8/2023,253707,2023-05-08 00:35:25 UTC,2/8/2023,CHADEMO J1772COMBO,US,,
"7-ELEVEN, INC. 24109 FRMNT DC2",40820 Fremont Blvd,Fremont,CA,94538,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,37.53474,-121.961988,5/8/2023,253708,2023-05-08 00:35:25 UTC,2/8/2023,CHADEMO J1772COMBO,US,,
"7-ELEVEN, INC. 24109 FRMNT DC3",40820 Fremont Blvd,Fremont,CA,94538,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,37.534769,-121.96204,5/8/2023,253709,2023-05-08 00:35:25 UTC,2/8/2023,CHADEMO J1772COMBO,US,,
"7-ELEVEN, INC. 24109 FRMNT DC4",40820 Fremont Blvd,Fremont,CA,94538,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,37.534778,-121.96207,5/8/2023,253710,2023-05-08 00:35:25 UTC,2/8/2023,CHADEMO J1772COMBO,US,,
GEORGIA POWER LOGANVILLE DC1,4770 Atlanta Hwy,Loganville,GA,30052,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,33.833399,-83.883756,5/8/2023,253717,2023-05-08 00:35:41 UTC,2/8/2023,CHADEMO J1772COMBO,US,,
GEORGIA POWER LOGANVILLE DC2,4770 Atlanta Hwy,Loganville,GA,30052,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,33.833472,-83.883834,5/8/2023,253718,2023-05-08 00:35:41 UTC,2/8/2023,CHADEMO J1772COMBO,US,,
JLRCHESTERFIELD WALLBOX OUTSIDE,1 Jaguar Land Rover Way DC CHARGER North Park,Chesterfield,MO,63005,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,38.670926,-90.611711,5/8/2023,253836,2023-05-08 00:30:38 UTC,2/10/2023,J1772COMBO,US,,
BIG BEAR BIG BEAR LAKE,654 Bartlett Rd,Big Bear Lake,CA,92315,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,34.24067,-116.912014,5/8/2023,253852,2023-05-08 00:35:30 UTC,2/10/2023,CHADEMO J1772COMBO,US,,
WORLD HYUNDAI LEVEL 3-01,5337 Miller Cir Dr,Matteson,IL,60443,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,41.50119,-87.744326,5/8/2023,253985,2023-05-08 00:35:44 UTC,2/14/2023,CHADEMO J1772COMBO,US,,
MBBEAUMONT ABB STATION,1865 I-10 S,Beaumont,TX,77707,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,30.057745,-94.135814,5/8/2023,254023,2023-05-08 00:32:39 UTC,2/15/2023,J1772COMBO,US,,
HOA CHARGERS 1 HYUNDAI CHRGR 1,1925 Pearman Dairy Rd,Anderson,SC,29621,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,34.552975,-82.69581,5/8/2023,254025,2023-05-08 00:34:37 UTC,2/15/2023,CHADEMO J1772COMBO,US,,
HOA CHARGERS 1 HYUNDAI CHRGR 2,1925 Pearman Dairy Rd,Anderson,SC,29621,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,34.553,-82.69581,5/8/2023,254035,2023-05-08 00:35:26 UTC,2/15/2023,CHADEMO J1772COMBO,US,,
VW HYUNDAI CPE250 #1,4620 McHenry Ave,Modesto,CA,95356,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,37.706009,-120.994238,5/8/2023,254044,2023-05-08 00:35:33 UTC,2/15/2023,CHADEMO J1772COMBO,US,,
HYUNDAI NORTH CPE250 A,901 S Milwaukee Ave,Libertyville,IL,60048,888-758-4389,Public,Mon 6:00am - 12:00am; Tue 6:00am - 12:00am; Wed 6:00am - 12:00am; Thu 6:00am - 12:00am; Fri 6:00am - 12:00am; Sat 6:00am - 12:00am; Sun 6:00am - 12:00am,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,42.271931,-87.952431,5/8/2023,254047,2023-05-08 00:35:41 UTC,2/15/2023,CHADEMO J1772COMBO,US,,
HYUNDAI NORTH CPE250 B,901 S Milwaukee Ave,Libertyville,IL,60048,888-758-4389,Public,Mon 6:00am - 12:00am; Tue 6:00am - 12:00am; Wed 6:00am - 12:00am; Thu 6:00am - 12:00am; Fri 6:00am - 12:00am; Sat 6:00am - 12:00am; Sun 6:00am - 12:00am,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,42.271992,-87.952248,5/8/2023,254048,2023-05-08 00:35:42 UTC,2/15/2023,CHADEMO J1772COMBO,US,,
KEY HYUNDAI FRONT CHARGER,4660-200 Southside Blvd,Jacksonville,FL,32216,888-758-4389,Public,Mon 6:30am - 9:00pm; Tue 6:30am - 9:00pm; Wed 6:30am - 9:00pm; Thu 6:30am - 9:00pm; Fri 6:30am - 9:00pm; Sat 6:30am - 9:00pm; Sun 6:30am - 9:00pm,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,30.258782,-81.556899,5/8/2023,254112,2023-05-08 00:34:17 UTC,2/16/2023,CHADEMO J1772COMBO,US,,
CLASSIC HYUNDAI WEST SIDE,8460 Tyler Boulevard,Mentor,OH,44060,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,41.682364,-81.33769,5/8/2023,254123,2023-05-08 00:35:45 UTC,2/16/2023,CHADEMO J1772COMBO,US,,
BDHDELIVERY CUSTOMER PRKNG,"3901 Hecktown Road, Easton, (18045), PA",Easton,PA,18045,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,40.69569,-75.291541,5/8/2023,254196,2023-05-08 00:34:53 UTC,2/17/2023,CHADEMO J1772COMBO,US,,
DC CORRIDOR WHEAT RIDGE PL1,5071 Kipling Street,Wheat Ridge,CO,80033,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,39.787328,-105.112527,5/8/2023,254198,2023-05-08 00:35:33 UTC,2/17/2023,CHADEMO J1772COMBO,US,,
DC CORRIDOR WHEAT RIDGE PL2,5071 Kipling Street,Wheat Ridge,CO,80033,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,39.787329,-105.112555,5/8/2023,254199,2023-05-08 00:35:33 UTC,2/17/2023,CHADEMO J1772COMBO,US,,
DC CORRIDOR WHEAT RIDGE PL3,5071 Kipling Street,Wheat Ridge,CO,80033,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,39.787326,-105.112589,5/8/2023,254200,2023-05-08 00:35:33 UTC,2/17/2023,CHADEMO J1772COMBO,US,,
DC CORRIDOR WHEAT RIDGE PL4,5071 Kipling Street,Wheat Ridge,CO,80033,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,39.787325,-105.112623,5/8/2023,254201,2023-05-08 00:35:33 UTC,2/17/2023,CHADEMO J1772COMBO,US,,
PIAZZA HYUNDAI LEVEL 3 RIGHT,1360 Wilmington Pike,West Chester,PA,19382,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,39.902629,-75.565324,5/8/2023,254273,2023-05-08 00:34:17 UTC,2/20/2023,CHADEMO J1772COMBO,US,,
PIAZZA HYUNDAI LEVEL 3 LEFT,1358 Old Wilmington Pike,West Chester,PA,19382,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,39.9027,-75.565372,5/8/2023,254274,2023-05-08 00:34:56 UTC,2/20/2023,CHADEMO J1772COMBO,US,,
HALL HYUNDAI NN STATION 2,12872 Jefferson Ave,Newport News,VA,23608,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,37.145939,-76.525233,5/8/2023,254276,2023-05-08 00:35:46 UTC,2/20/2023,CHADEMO J1772COMBO,US,,
BDHDELIVERY STATION1,3813 Hecktown Rd,Easton,PA,18045,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,40.697061,-75.286461,5/8/2023,254307,2023-05-08 00:34:53 UTC,2/21/2023,CHADEMO J1772COMBO,US,,
MOORE HYUNDAI DON MOORE 1,3200 Villa Point,Owensboro,KY,42303,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,37.752305,-87.062184,5/8/2023,254310,2023-05-08 00:35:14 UTC,2/21/2023,CHADEMO J1772COMBO,US,,
DC CORRIDOR ESTES PARK PL3,500 Big Thompson Avenue,Estes Park,CO,80517,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,40.378953,-105.513482,5/8/2023,254311,2023-05-08 00:35:44 UTC,2/21/2023,CHADEMO J1772COMBO,US,,
DC CORRIDOR ESTES PARK PL4,500 Big Thompson Avenue,Estes Park,CO,80517,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,40.378949,-105.513439,5/8/2023,254312,2023-05-08 00:35:44 UTC,2/21/2023,CHADEMO J1772COMBO,US,,
IRVINGOIL ME-BNGR-L3-0002,301 Odlin Rd,Bangor,ME,4401,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,44.79053,-68.811529,5/8/2023,254315,2023-05-08 00:35:47 UTC,2/21/2023,CHADEMO J1772COMBO,US,,
IRVINGOIL ME-BNGR-L3-0001,301 Odlin Rd,Bangor,ME,4401,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,44.790531,-68.811502,5/8/2023,254316,2023-05-08 00:35:47 UTC,2/21/2023,CHADEMO J1772COMBO,US,,
NEW CHARGERS FRONT 3,180 US-202,Flemington,NJ,8822,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,40.480734,-74.862616,5/8/2023,254347,2023-05-08 00:32:37 UTC,2/22/2023,CHADEMO J1772COMBO,US,,
NEW CHARGERS SIDE LV3,180 US-202,Flemington,NJ,8822,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,40.480978,-74.862951,5/8/2023,254350,2023-05-08 00:33:40 UTC,2/22/2023,CHADEMO J1772COMBO,US,,
AUBURN HYUNDAI CHARGER #2,12 & 20 Southbridge St,Auburn,MA,1501,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,42.182372,-71.86295,5/8/2023,254351,2023-05-08 00:34:37 UTC,2/22/2023,CHADEMO J1772COMBO,US,,
ONTARIO HYUNDAI VEHICLE DISPLY2,1307 Kettering Dr,Ontario,CA,91761,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,34.050028,-117.548057,5/8/2023,254361,2023-05-08 00:35:42 UTC,2/22/2023,CHADEMO J1772COMBO,US,,
ONTARIO HYUNDAI VEHICLE DISPLY1,1307 Kettering Dr,Ontario,CA,91761,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,34.049976,-117.547898,5/8/2023,254362,2023-05-08 00:35:42 UTC,2/22/2023,CHADEMO J1772COMBO,US,,
EDVOYHYU SALES PARKING 1,2098 Cobb Pkwy SE,Smyrna,GA,30080,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,33.902523,-84.486893,5/8/2023,254374,2023-05-08 00:35:48 UTC,2/22/2023,CHADEMO J1772COMBO,US,,
PRINCIPLEAUTO22 STATION EV 1,32453 Frontage Rd,Boerne,TX,78006,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,29.759631,-98.712135,5/8/2023,254453,2023-05-08 00:35:42 UTC,2/23/2023,CHADEMO J1772COMBO,US,,
RINCON CENTER STATION 2,121 Spear St,San Francisco,CA,94105,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,37.791884,-122.393045,5/8/2023,254505,2023-05-08 00:32:39 UTC,2/24/2023,CHADEMO J1772COMBO,US,,
SMITH MERCEDES SMITH 2,420 River St,Haverhill,MA,1832,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,42.765243,-71.098435,5/8/2023,254510,2023-05-08 00:35:24 UTC,2/24/2023,CHADEMO J1772COMBO,US,,
VW HYUNDAI CPE250 #2,4620 McHenry Ave,Modesto,CA,95356,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,37.706181,-120.994276,5/8/2023,254557,2023-05-08 00:35:33 UTC,2/25/2023,CHADEMO J1772COMBO,US,,
SCH5701 SCH5701LEV3S,5701 Veterans Memorial Pkwy,St. Peters,MO,63376,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,38.797109,-90.600415,5/8/2023,255242,2023-05-08 00:34:25 UTC,2/27/2023,CHADEMO J1772COMBO,US,,
SCH5701 SCH5701LEV3N,5701 Veterans Memorial Pkwy,St. Peters,MO,63376,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,38.797139,-90.600442,5/8/2023,255243,2023-05-08 00:34:30 UTC,2/27/2023,CHADEMO J1772COMBO,US,,
RINCON CENTER STATION 1,121 Spear St,San Francisco,CA,94105,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,37.791926,-122.393088,5/8/2023,255323,2023-05-08 00:35:49 UTC,2/28/2023,CHADEMO J1772COMBO,US,,
HYUNDAIOFGREER HOG CUSTOMER,13740 E Wade Hampton Blvd,Greer,SC,29651,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,34.949223,-82.199147,5/8/2023,255385,2023-05-08 00:35:12 UTC,3/1/2023,CHADEMO J1772COMBO,US,,
VOLVO CAR USA UINTAH DC1,6680 2500 E,Uintah,UT,84405,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,41.139243,-111.91716,5/8/2023,255453,2023-05-08 00:32:49 UTC,3/2/2023,CHADEMO J1772COMBO,US,,
VOLVO CAR USA UINTAH DC3,6680 2500 E,Uintah,UT,84405,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,41.139169,-111.917188,5/8/2023,255454,2023-05-08 00:34:38 UTC,3/2/2023,CHADEMO J1772COMBO,US,,
JLR FW 19-G-A-L-S-2,905 Grand Nat'l Dr,Fort Wayne,IN,46804,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,41.076005,-85.22489,5/8/2023,255456,2023-05-08 00:35:45 UTC,3/2/2023,J1772COMBO,US,,
VOLVO CAR USA UINTAH DC2,6680 2500 E,Uintah,UT,84405,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,41.1392,-111.917184,5/8/2023,255457,2023-05-08 00:35:48 UTC,3/2/2023,CHADEMO J1772COMBO,US,,
VOLVO CAR USA UINTAH DC4,6680 2500 E,Uintah,UT,84405,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,41.139149,-111.917202,5/8/2023,255458,2023-05-08 00:35:48 UTC,3/2/2023,CHADEMO J1772COMBO,US,,
EVMB EDH DC FAST 1,1000 Mercedes Ln,El Dorado Hills,CA,95762,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,38.653419,-121.065136,5/8/2023,255505,2023-05-08 00:28:52 UTC,3/3/2023,CHADEMO J1772COMBO,US,,
AUDI NORTH MECHANIC CPE250,135 N Oregon St,Sanford,FL,32771,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,28.816015,-81.338428,5/8/2023,255622,2023-05-08 00:34:37 UTC,3/7/2023,CHADEMO J1772COMBO,US,,
AUDI NORTH SALES CPE250,139 N Oregon St,Sanford,FL,32771,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,28.815777,-81.337242,5/8/2023,255623,2023-05-08 00:35:26 UTC,3/7/2023,CHADEMO J1772COMBO,US,,
DC CORRIDOR ESTES PARK PL1,500 Big Thompson Avenue,Estes Park,CO,80517,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,40.378967,-105.513453,5/8/2023,255625,2023-05-08 00:35:44 UTC,3/7/2023,CHADEMO J1772COMBO,US,,
SHERIDAN MOTORS CPE250,3270 Wrench Dr,Sheridan,WY,82801,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,44.833911,-106.968641,5/8/2023,255681,2023-05-08 00:34:37 UTC,3/9/2023,CHADEMO J1772COMBO,US,,
MERCEDES DUALS MB SE CHARGER,1777 E 53rd St,Davenport,IA,52807,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,41.573666,-90.549826,5/8/2023,255687,2023-05-08 00:36:00 UTC,3/9/2023,CHADEMO J1772COMBO,US,,
DASH IN DASH IN-4,805 E Parham Rd,Richmond,VA,23227,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,37.634854,-77.456026,5/8/2023,256182,2023-05-08 00:36:01 UTC,3/10/2023,CHADEMO J1772COMBO,US,,
DASH IN DASH IN-1,805 VA-73,Richmond,VA,23227,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,37.634837,-77.456101,5/8/2023,256183,2023-05-08 00:36:01 UTC,3/10/2023,CHADEMO J1772COMBO,US,,
DASH IN DASH IN-3,805 VA-73,Richmond,VA,23227,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,37.634837,-77.456058,5/8/2023,256184,2023-05-08 00:36:01 UTC,3/10/2023,CHADEMO J1772COMBO,US,,
DASH IN DASH IN-2,805 VA-73,Richmond,VA,23227,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,37.634854,-77.456112,5/8/2023,256185,2023-05-08 00:36:01 UTC,3/10/2023,CHADEMO J1772COMBO,US,,
HION NETWORK LIMON PL1,250 Main Street,Limon,CO,80828,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,39.26443,-103.671627,5/8/2023,256186,2023-05-08 00:36:02 UTC,3/10/2023,CHADEMO J1772COMBO,US,,
HION NETWORK LIMON PL2,250 Main Street,Limon,CO,80828,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,39.26443,-103.671604,5/8/2023,256187,2023-05-08 00:36:02 UTC,3/10/2023,CHADEMO J1772COMBO,US,,
PORSCHE OMAHA DC FAST 01,6625 L St,Omaha,NE,68117,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,41.211621,-96.015798,5/8/2023,256216,2023-05-08 00:20:46 UTC,3/11/2023,J1772COMBO,US,,
FOUNDATION WF GM SERVICE,315 Central East Freeway,Wichita Falls,TX,76301,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,33.889518,-98.487387,5/8/2023,256284,2023-05-08 00:36:02 UTC,3/14/2023,J1772COMBO,US,,
GEORGIA POWER GAINESVILLE DC,450 Jesse Jewell Pkwy,Gainesville,GA,30501,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,34.295826,-83.82932,5/8/2023,256291,2023-05-08 00:36:04 UTC,3/14/2023,CHADEMO J1772COMBO,US,,
HION NETWORK LAMAR PL1,109 East Beech Street,Lamar,CO,81052,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,38.089692,-102.618059,5/8/2023,256392,2023-05-08 00:35:51 UTC,3/16/2023,J1772COMBO,US,,
HION NETWORK LAMAR PL2,109 East Beech Street,Lamar,CO,81052,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,38.0897,-102.618036,5/8/2023,256393,2023-05-08 00:35:51 UTC,3/16/2023,J1772COMBO,US,,
SECFIRSTBNK SECFIRSTBNK-A,1919 Hope Ct,Rapid City,SD,57701,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,44.019458,-103.251178,5/8/2023,256395,2023-05-08 00:35:59 UTC,3/16/2023,CHADEMO J1772COMBO,US,,
SECFIRSTBNK SECFIRSTBNK-B,1919 Hope Ct,Rapid City,SD,57701,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,44.01945,-103.251275,5/8/2023,256396,2023-05-08 00:35:59 UTC,3/16/2023,CHADEMO J1772COMBO,US,,
SECFIRSTBNK SECFIRSTBNK-C,1919 Hope Ct,Rapid City,SD,57701,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,44.019435,-103.251232,5/8/2023,256397,2023-05-08 00:35:59 UTC,3/16/2023,CHADEMO J1772COMBO,US,,
XROADSHYUNDAI EAST,3880 Test Dr,Loveland,CO,80538,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,40.431674,-104.994728,5/8/2023,256445,2023-05-08 00:33:05 UTC,3/17/2023,CHADEMO J1772COMBO,US,,
DC CORRIDOR ESTES PARK PL2,500 Big Thompson Avenue,Estes Park,CO,80517,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,40.378933,-105.513467,5/8/2023,256452,2023-05-08 00:35:44 UTC,3/17/2023,CHADEMO J1772COMBO,US,,
HYUNDAIOFGREER THL-1,5585 Jefferson Davis Hwy,Beech Island,SC,29842,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,33.485382,-81.930899,5/8/2023,256689,2023-05-08 00:35:13 UTC,3/18/2023,CHADEMO J1772COMBO,US,,
GEORGIA POWER AGNES SCOTT DC,250 S McDonough St,Decatur,GA,30030,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,33.767914,-84.29595,5/8/2023,256794,2023-05-08 00:36:06 UTC,3/21/2023,CHADEMO J1772COMBO,US,,
MERCEDES HAMPTN MB SHOWROOM,2712 Neil Armstrong Pkwy,Hampton,VA,23666,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,37.062371,-76.399945,5/8/2023,256795,2023-05-08 00:36:06 UTC,3/21/2023,CHADEMO J1772COMBO,US,,
GEORGIA POWER LIBERTY VIL DC,1025 GA-155 S,McDonough,GA,30253,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,33.407322,-84.16738,5/8/2023,256798,2023-05-08 00:36:07 UTC,3/21/2023,CHADEMO J1772COMBO,US,,
NEW HYUNDAI HYUNDAI FRONT,2421 N Main St,High Point,NC,27262,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,35.987953,-80.026848,5/8/2023,256799,2023-05-08 00:36:07 UTC,3/21/2023,CHADEMO J1772COMBO,US,,
NEW HYUNDAI HYUNDAI SIDE,2421 N Main St,High Point,NC,27262,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,35.987909,-80.026741,5/8/2023,256800,2023-05-08 00:36:07 UTC,3/21/2023,CHADEMO J1772COMBO,US,,
XROADSHYUNDAI WEST,3880 Test Dr,Loveland,CO,80538,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,40.431697,-104.994748,5/8/2023,256864,2023-05-08 00:33:01 UTC,3/23/2023,CHADEMO J1772COMBO,US,,
BILL HOOD HYUN LEVEL 3 SOUTH,401 N Morrison Blvd,Hammond,LA,70401,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,30.504984,-90.483198,5/8/2023,256876,2023-05-08 00:35:47 UTC,3/23/2023,CHADEMO J1772COMBO,US,,
VOLVO CAR USA LA GRANDE DC1,2712 Island Ave,La Grande,OR,97850,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,45.3331,-118.067897,5/8/2023,256961,2023-05-08 00:35:14 UTC,3/24/2023,CHADEMO J1772COMBO,US,,
